"X1.location","X1.source","X1.target","X1.id","X1.fuzzy","X1.context","X1.translator_comments","X1.developer_comments"
"modules/update/update.module:137","You can also install new modules and themes in the same fashion, through the <a href="":install"">Install page</a>, or by clicking the <em>Install new module/theme</em> links at the top of the <a href="":modules_page"">Extend page</a> and the <a href="":themes_page"">Appearance page</a>. In this case, you are prompted to provide either the URL to the download, or to upload a packaged release file from your local computer.","Module und Themes können auf dieselbe Art und Weise installiert werden. Dazu kann die Seite <a href="":install"">Installieren</a> verwendet werden. Ausserdem können die Buttons <em>Neues Modul installieren sowie <em>Neues Theme installieren </em> am oberen Rand der Seiten <a href="":modules_page"">Erweitern</a> und<a href="":themes_page"">Design</a> verwendet werden. In diesem Fall muss ein URL zu einem Archiv anzugeben werden, dass ein Modul oder ein Theme enthält oder eine entsprechende Datei von Ihrem Computer hochgeladen werden.","","False","","",""
"modules/help_topics/help_topics/core.cron.html.twig:10","You can also run cron manually, but this is not the recommended way to make sure it is run periodically.","","","False","","",""
"modules/update/src/UpdateSettingsForm.php:88","You can choose to send email only if a security update is available, or to be notified about all newer versions. If there are updates available of Drupal core or any of your installed modules and themes, your site will always print a message on the <a href="":status_report"">status report</a> page, and will also display an error message on administration pages if there is a security update.","Man kann entscheiden, ob man eine E-Mail nur bei einer Sicherheitsaktualisierung oder bei jeder neueren Version erhalten möchte. Gibt es Aktualisierungen für das Drupal-Kernsystem oder eines der installierten Module und Themes, zeigt die Website immer eine Nachricht auf der Seite des <a href="":status_report"">Statusberichts</a>, sowie im Falle einer Sicherheitsaktualisierung eine Fehlermeldung auf den Verwaltungsseiten.","","False","","",""
"modules/config_translation/config_translation.module:30","You can choose to translate date formats on the <a href="":translation-page"">Configuration translation</a> page. This allows you not only to translate the label text, but also to set a language-specific <em>PHP date format</em>.","Die Datumsformate können in der <a href="":translation-page"">Übersetzungen der Konfiguration</a> übersetzt werden. Das ermöglicht nicht nur die Übersetzung des Titels, sondern auch die Verwendung von sprachspezifischen <em>PHP-Datumsformaten</em>.","","False","","",""
"modules/help_topics/help_topics/user.security_account_settings.html.twig:7","You can configure what happens to content that a user created, if their account is <em>canceled</em> (deleted).","","","False","","",""
"modules/block/block.module:37","You can control the visibility of a block by restricting it to specific pages, content types, and/or roles by setting the appropriate options under <em>Visibility settings</em> of the block configuration.","Die Sichtbarkeit eines Blocks kann auf einzelne Seiten, Inhaltstypen und/oder Rollen eingeschränkt werden. Die entsprechenden Optionen sind in den <em>Sichtbarkeitseinstellungen</em> der Blockkonfiguration enthalten.","","False","","",""
"modules/shortcut/shortcut.module:33","You can display your shortcuts by enabling the <em>Shortcuts</em> block on the <a href="":blocks"">Blocks administration page</a>. Certain administrative modules also display your shortcuts; for example, the core <a href="":toolbar-help"">Toolbar module</a> provides a corresponding menu item.","Sie können Ihre Verknüpfungen anzeigen lassen, indem Sie den Block <em>Verknüpfungen</em> auf der Seite <a href="":blocks"">Blöcke</a> aktivieren. Einige Module, die zur Verwaltung von Drupal verwendet werden, zeigen den Verknüpfungsblock ebenfalls an. Das Core-Modul <a href="":toolbar-help""> Toolbar </a> bietet beispielsweise einen entsprechenden Menüeintrag  an.","","False","","",""
"modules/help_topics/help_topics/user.security_account_settings.html.twig:8","You can edit the email messages that are sent to users when their accounts are pending, approved, created, blocked, or canceled, or when they request a password reset.","","","False","","",""
"modules/media/src/Plugin/Filter/MediaEmbed.php:363","You can embed media items (using the <code>&lt;drupal-media&gt;</code> tag).","","","False","","",""
"modules/menu_ui/menu_ui.module:54","You can enable the newly-created block for this menu on the <a href="":blocks"">Block layout page</a>.","Der Block, der soeben für das Menü erstellt wurde kann auf der Seite <a href="":blocks"">Blocklayout</a> aktiviert werden.","","False","","",""
"modules/help_topics/help_topics/user.security_account_settings.html.twig:6","You can make it possible for new users to register themselves for accounts, with or without email verification or administrative approval. Or, you can make it so only administrators with <em>Administer users</em> permission can register new users.","","","False","","",""
"modules/path/src/Plugin/Validation/Constraint/PathAliasConstraint.php:17","You can only change the URL alias for the <em>published</em> version of this content.","Es kann nur der URL-Alias für die <em>veröffentlichte Version</em> des Inhalts geändert werden.","","False","","",""
"modules/book/src/Plugin/Validation/Constraint/BookOutlineConstraint.php:17","You can only change the book outline for the <em>published</em> version of this content.","Sie können nur die Gliederung für die <em>veröffentlichte</em> Version des Inhalts verändern.","","False","","",""
"modules/menu_link_content/src/Plugin/Validation/Constraint/MenuTreeHierarchyConstraint.php:22","You can only change the hierarchy for the <em>published</em> version of this menu link.","","","False","","",""
"modules/search/src/Plugin/SearchPluginBase.php:157","You can precede keywords by - to exclude them; you must still have at least one ""positive"" keyword. Example: cat -dog (content must contain cat and cannot contain dog).","Schlüsselworten kann ein - vorangestellt werden, um sie auszuschliessen; es muss mindestens ein „positives“ Schlüsselwort verbleiben. Beispiel: Katze -Hund (Inhalt muss Katze enthalten und darf nicht Hund enthalten).","","False","","",""
"modules/taxonomy/src/Form/OverviewTerms.php:272","You can reorganize the terms in %capital_name using their drag-and-drop handles, and group terms under a parent term by sliding them under and to the right of the parent.","Die Begriffe in %capital_name können mit Hilfe der Drag-and-Drop-Anfasser sortiert werden. Begriffe können auch übergeordneten Punkte zugeordnet werden, indem sie unter diese und dann nach rechts gezogen werden.","","False","","",""
"modules/migrate_drupal_ui/migrate_drupal_ui.module:32","You can review a <a href="":log"">log of upgrade messages</a> by clicking the link in the message provided after the upgrade or by filtering the messages for the type <em>migrate_drupal_ui</em> on the <a href="":messages"">Recent log messages</a> page.","Die Einträge im <a href="":log"">Upgrade-Protokoll</a> können nach einem Klick auf den Link in der Nachricht nach der Aktualisierung auf die nächste Drupal-Version eingesehen werden. Protokolleinträge mit dem Typ <em>Migrierungmeldung</em> können auf der Seite <a href="":messages"">Aktuelle Protokolleinträge</a> unter Verwendung des entsprechenden Filters eingesehen werden.","","False","","",""
"modules/config/config.module:28","You can review differences between the active configuration and an imported configuration archive on the <a href="":synchronize"">Synchronize</a> page to ensure that the changes are as expected, before finalizing the import. The Synchronize page also shows configuration items that would be added or removed.","Die Unterschiede zwischen der aktiven und der importierten Konfiguration können zur Überprüfung angezeigt werden. DIe Überprüfung kann auf der Seite <a href="":synchronize"">Synchronisieren</a> durchgeführt werden.  Die Überprüfung soll sicherstellen, dass die Änderungen dem erwarteten Ergebnis entsprechen, bevor diese durch den Abschluss des Importvorgangs übernommen werden. Die Seite Synchronisieren zeigt ausserdem Einträge in der Konfiguration, die entweder neu hinzugefügt oder entfernt werden.","","False","","",""
"modules/config/config.module:26","You can upload a full site configuration from an archive file on the <a href="":url"">Import</a> page. When importing data from a different environment, the site and import files must have matching configuration values for UUID in the <em>system.site</em> configuration item. That means that your other environments should initially be set up as clones of the target site. Migrations are not supported.","Auf der <a href="":url"">Import</a>-Seite kann eine vollständige Konfiguration im tar-Archivformat importiert werden. Wenn Daten aus einer anderen Installation importiert werden sollen, müssen die UUID-Werte der Konfigurationen mit denen in der <em>system.site</em>-Konfiguration übereinstimmen. Das bedeutet, dass die entsprechenden Werte der Quellinstallation zunächst denen der Zielinstallation angepasst werden müssen. Migrationen werden nicht unterstützt.","","False","","",""
"modules/user/src/Plugin/Search/UserSearch.php:177","You can use * as a wildcard within your keyword. Example: m*r would match user names mar, delmar, and elementary.","Als Platzhalter im Schlüsselwort kann * verwendet werden. Beispiel: m*l entspricht den Benutzernamen michael, micael und michl.","","False","","",""
"modules/search/src/Plugin/SearchPluginBase.php:155","You can use upper-case AND to require all words, but this is the same as the default behavior. Example: cat AND dog (same as cat dog, content must contain both ""cat"" and ""dog"").","Sie können 'AND' (logisches Und) in Grossbuchstaben verwenden, damit alle Wörter erforderlich sind, aber dies entspricht dem Standardverhalten. Beispiel: 'cat AND dog' (dasselbe Ergebnis wie 'cat dog'; die Inhalte müssen sowohl ""cat"" als auch ""dog"" enthalten).","","False","","",""
"modules/content_moderation/content_moderation.module:54","You can view a list of content awaiting moderation on the <a href="":moderated"">moderated content page</a>. This will show any content in an unpublished state, such as Draft or Archived, to help surface content that requires more work from content editors.","Eine Liste von Inhalten, die überprüft und freigegeben werden müssen, kann auf der Seite <a href="":moderated"">Moderierte Inhalte</a> eingesehen werden. Auf dieser Seite werden alle Inhalte angezeigt, die den Status „veröffentlicht“ noch nicht erreicht haben. Dazu gehören Entwürfe sowie archiveierte Beiträge. Diese Übersicht hilft dabei Inhalte zu finden, die noch durch die Autoren der Website überprüft und überarbeitet werden müssen.","","False","","",""
